game name,game description,genre,link,price,developer,type,platform,stock status
Fight'N Rage,"Fight'N Rage is a brand new old-school side-scroller beat'em up. Inspired by the classics from the ""golden age"", and with an art style that mimics the aesthetic from the 90's arcade gems, this game pays homage to all classic gameplay features that makes this genre one of the best from its time!

Details:

Genre: Classic 2D side-scroller beat'em up / brawler.
Number of players: From one up to three players local co-op.
Available languages: English and Spanish.

Features:

* A lot of Combinations: Alternative paths, cutscenes and endings that can change based on the selected characters and your own decisions!
* Fast and intense single-session gameplay: Each possible route in the arcade mode can be finished in less than one hour! (at least if you have mastered it.)
* Explosive Combo System: Characters are capable of performing several skillful juggle-based combos that can make your enemies blow up into pieces!
* Simplified Controls: Using only three buttons (attack, jump and special attack), you will be able to combine lots of movements in order to perform amazing combos!
* Easy to Play, Hard to Master: Difficulty is not about bad controls or unfair rules it is about mastering your character's moves and dealing with tough enemies!
* Local co-op mode: Up to 3 players with optional friendly fire (which is even more challenging!).
* Custom Display Modes: Display settings includes optional CRT feels, scanlines and various color styles and more!
* Lots of Unlockables: Earn in-game coins with your scores and get extra content like character's costumes, extra difficulty settings, more gameplay speeds, new game modes, new characters to use on these modes and much more!
* Play as Enemies: More than 20 unlockable characters to play in the extra modes!
* Training Mode: You can practice a lot of techniques and combos while earning new belts! Are you good enough to get the Black Belt?
* Different Weapons: Each protagonist handles them in their own way.
* Speedrun Timer: An exclusive in-game gadget compares current stage times against your best ones! (Of course, the cutscene time does not count, in order to let your fingers take a break believe me, you will need that.)
* Fully Skippable Cutscenes: All cutscenes can be skipped or fast-forwarded in order to provide an (even more) intense gameplay.
* Fair Score Rules: There's no easy way to increment your score while playing the score is directly related to your skills.
* VS Mode: Perfect to play one vs one battles against another player or the CPU, or simply watch CPU vs CPU battles.
* Parry System: A parry system lets you take the advantage even in the most dangerous situations!
* Real challenges: It is all about how good you are at the game, not about an ""exp"" system or other RPG elements that reward your patience. The full moveset of every character is available from the start, so, you do not have to worry about leveling-up anything except your own skills as player!
* Additional Insane Difficulties: Near impossible extra challenges for pro-gamers (which are not mandatory to unlock all game content).
* Extremely Polished Gameplay: The playability is focused on fully responsive controls and intuitive commands. The characters can cancel normal attacks into special attacks, release themselves from enemy grabs and perform several chain movements. You will feel the power of controlling a character that perfectly responds to your actions!

Story:
In a far future, Earth was devastated by mutants who took control after a worldwide catastrophic event known as ""the big pulse"", a global scale electromagnetic pulse that put an end to all electronic technology on the planet. Humans are now enslaved by mutants led by ""The Boss"" in a world ruled by ""the law of the jungle"".
However, not everything is lost two humans and a mutant rebel are willing to fight in order to stop this madness. Will they be strong enough? Well... that's up to you!

Main Characters:
Gal: A girl who escaped from traders of humans. She's an expert in her own kick-boxing-derived martial art. While her attacks don't have a long reach, her speed and agility have no equal and her technique and endurance are pretty good too. She is capable of avoiding almost every attack, an ability that comes in handy when facing multiple foes.

Ricardo: A minotaur human-rights activist and a powerful wrestler. He's not very fast and his technique isn't as good as his comrades', but he has a pretty long reach, and his power and endurance are amazing. He's capable of destroying any enemy in record time!

F. Norris: A runaway ninja whose past is a mystery. He's the one who mastered the ninjutsu style known as ""the forbidden technique"". While he might be pretty fragile compared to Gal or Ricardo, he has a great combination of reach, power and speed, plus an amazing technique that (when mastered) can take control of any situation.

Credits:
All the game (graphics, design and programing) was created by Sebastián García, while the full OST (composed of more than 40 great tracks!) was created by Gonzalo Varela.","Action ""Beat-Em-Up"" 2D",https://sandbox.oxylabs.io/products/1183,"83,99",sebagamesdev,multiplayer,switch,In Stock
Shooty Fruity,"Do your job whilst shooting guns! Shooty Fruity combines job simulation with exhilarating combat that makes you feel like a true action hero - whether McClane, Wick or Rambo. Take on new roles and unlock weapons to fight your way through your career. Scan shoot repeat!",Action Shooter Light Gun,https://sandbox.oxylabs.io/products/1184,"71,99",nDreams,singleplayer,playstation-4,Out of Stock
The Inner World: The Last Wind Monk,"The Inner World - The Last Wind Monk takes you back to Asposia on a quest to find the last legendary wind monk. Accompany Robert, Laura and Peck on their journey, encountering many strange characters and saving the family of the flute noses!",Adventure General,https://sandbox.oxylabs.io/products/1185,"63,99",Fizbin,singleplayer,pc,In Stock
Teslagrad,"Teslagrad is a 2D puzzle-platformer, where you play as a young lad who suddenly finds himself embroiled in an ancient conflict that will shake the foundations of his entire existence, and bring a gruesome truth to light.

The game revolves around the use of electricity and magnetism, and your ingenuity will be put to the test as you employ the amazing technology of the Teslamancers to traverse the abandoned Tesla Tower. The game is completely devoid of both text and dialogue, and prefers to tell the story purely through visual means.",Action Platformer 2D,https://sandbox.oxylabs.io/products/1186,"81,99",Rain Games,,wii-u,Out of Stock
OutRun2,"OutRun2 offers arcade racing in a variety of gameplay modes: arcade, mission, live, drifting, and heart attack. In arcade mode, you can race against the clock from Palm Beach to one of five destinations. You can also unlock hidden items in mission mode, drift around corners in drift mode, and charm your passenger with your driving techniques in heart attack mode. OutRun2 also features support for Xbox Live, allowing you to race against up to eight people.",Driving Racing Arcade,https://sandbox.oxylabs.io/products/1187,"87,99",Sumo Digital,multiplayer,xbox,In Stock
Gothic II,"Gothic II takes you on an even greater journey of adventure and discovery. The plot continues from the cliff-hanger of the original: After the imprisoned colony members are victorious, collapsing the magical barrier, the former Prison Colony is struck by a terrible earthquake, claiming the lives of many. The majority of survivors seize this opportunity to escape with only a handful of people remaining in the derelict prison.",Role-Playing PC-style RPG Western-Style,https://sandbox.oxylabs.io/products/1188,"90,99",Piranha Bytes,singleplayer,pc,Out of Stock
Port Royale,"A wonderful and compelling RTS SIM. Unscripted, completely dynamic, open ended world, set in a real historic location. Some of the best graphics on any game in this genre. A unique and fluid gameplay style and content that contains trading, sea battles, expeditions, voyages, missions and hunt for buried treasure. Endless gameplay. [Tri Synergy]",Strategy Real-Time Historic General,https://sandbox.oxylabs.io/products/1189,"74,99",Ascaron Entertainment GmbH,multiplayer,pc,In Stock
Deadly Dozen: Pacific Theater,"The key to victory hinges on the defeat of island strongholds throughout the Pacific. To do this the U.S. army deploys specially trained soldiers to carryout commando-style attacks against the forces of Japan. From sweltering rainforests to sun-baked coral beaches and stinking mangrove swamps, players lead their squad of 12 skilled heroes on real missions with real consequences. Coordinate attacks, sneak into enemy villages, rescue captured POWs and more. Missions can be played single-handedly or jointly with friends over the Internet for cooperative play. [Infogrames]",Action Shooter First-Person Tactical Historic,https://sandbox.oxylabs.io/products/1190,"70,99",Nfusion,multiplayer,pc,Out of Stock
Shattered Galaxy,Engage opponents in frenzied tactical struggles. Unite with allies to contest enemy nations' territorial claims. Customize your units with equipment best suited for your objectives. Achieve promotions for yourself and new upgrades for your war machines. Research new technologies to devastate the opposition.  [Nexon],Role-Playing Strategy General Massively Multiplayer,https://sandbox.oxylabs.io/products/1191,"73,99",Nexon,multiplayer,pc,In Stock
Close Combat: Invasion: Normandy,"Now you'll fight for the Cotentin peninsula, from the landings at Utah Beach to the siege at Cherbourg. In the dense hedgerows of the French countryside, AT teams may be lying in ambush almost anywhere. By placing a premium on infantry tactics, Invasion puts the capital ""C"" back into Close Combat.  [Mattel Interactive]",Strategy Turn-Based Real-Time Historic Tactics,https://sandbox.oxylabs.io/products/1192,"76,99",Atomic Games,multiplayer,pc,Out of Stock
ZEN Pinball 3D,"Zen Pinball 3D on Nintendo 3DS will feature four of Zen Studios finest originally designed tables including Earth Defense, Shaman, Excalibur and Eldorado, all in stunning 3D. Zen Pinball 3D on Nintendo 3DS will feature local hot seat multiplayer, online leader boards and table rankings, multiple view points and rewards for playing and accomplishing table specific missions. In addition, players will compete to achieve the greatest Pro Score ranking, which is the sum of a player’s high score across all tables, and a Team Score which is the sum of a player’s score and friends score.",Action Miscellaneous Parlor Pinball,https://sandbox.oxylabs.io/products/1193,"78,99",Zen Studios,singleplayer,3ds,In Stock
King's Bounty: The Legend,"King’s Bounty: The Legend is an adventure RPG with tactical turn-based battles unfolding in a fairytale fantasy world of fearless knights, evil mages, wise kings and beautiful princesses. The player leads their character through the game world; exploring it; commanding armies in battle; and completing required and bonus quests. The game falls into two separate modes: Adventure Mode and Combat Mode. In adventure mode, the player controls the character in real-time, taking him through the adventure map seeking treasure, and completing quests. In combat mode, the player takes on the role of war chief, leading their troops through battle in a chess-like format. [Atari]",Strategy Turn-Based Fantasy General Tactics,https://sandbox.oxylabs.io/products/1194,"87,99",Katauri Interactive,singleplayer,pc,Out of Stock
Metal Slug Advance,"Now you can have all the 2D arcade action of Metal Slug in the palm of your hand, because Metal Slug Advance has arrived on the Game Boy Advance. Through five action-packed missions, you must move out on foot or in slug vehicles across rugged terrain and underwater bases. Your objective is to rescue hostages by destroying enemies and solving strategic puzzles. Completing your missions becomes easier when you collect more than 100 types of E-cards, which enhance your character's abilities.",Action Shooter Scrolling,https://sandbox.oxylabs.io/products/1195,"86,99",Noise Factory,singleplayer,game-boy-advance,In Stock
Buffy the Vampire Slayer,"Step into the shoes of Buffy Summers, Sunnydale's hottest vampire slayer. Fight against fierce vampires using cool moves and awesome slayer weaponry. With advice from your watcher Giles, you'll destroy the most fearsome creatures of the night.","Action ""Beat-Em-Up""",https://sandbox.oxylabs.io/products/1196,"78,99",Double Helix Games,singleplayer,xbox,Out of Stock
